idx,project,filename,window_start,window_end,label,logits
3793,phylloscopus_collybita,phylloscopus_collybita_687044_04.wav,0.0,5.0,chirp_staple,0.5155593
3842,phylloscopus_collybita,phylloscopus_collybita_981139_04.wav,0.0,5.0,chirp_staple,0.47701782
4182,phylloscopus_collybita,phylloscopus_collybita_508083_01.wav,0.0,5.0,chirp_staple,0.43200958
4225,phylloscopus_collybita,phylloscopus_collybita_608676_01.wav,0.0,5.0,chirp_staple,1.0499477
4269,phylloscopus_collybita,phylloscopus_collybita_614248_03.wav,0.0,5.0,chirp_staple,2.4568658
4286,phylloscopus_collybita,phylloscopus_collybita_903943_03.wav,0.0,5.0,chirp_staple,1.3516753
4287,phylloscopus_collybita,phylloscopus_collybita_703586_03.wav,0.0,5.0,chirp_staple,2.987186
4354,phylloscopus_collybita,phylloscopus_collybita_1072743_05.wav,0.0,5.0,chirp_staple,1.9009225
4392,phylloscopus_collybita,phylloscopus_collybita_689712_01.wav,0.0,5.0,chirp_staple,2.1519592
4573,phylloscopus_collybita,phylloscopus_collybita_692418_01.wav,0.0,5.0,chirp_staple,0.029240146
4630,phylloscopus_collybita,phylloscopus_collybita_757699_03.wav,0.0,5.0,chirp_staple,0.9921526
4653,phylloscopus_collybita,phylloscopus_collybita_611959_05.wav,0.0,5.0,chirp_staple,0.59875214
4768,phylloscopus_collybita,phylloscopus_collybita_1072743_04.wav,0.0,5.0,chirp_staple,2.6833577
4851,phylloscopus_collybita,phylloscopus_collybita_750327_01.wav,0.0,5.0,chirp_staple,1.1398169
4895,phylloscopus_collybita,phylloscopus_collybita_563784_02.wav,0.0,5.0,chirp_staple,1.5274017
4897,phylloscopus_collybita,phylloscopus_collybita_614689_05.wav,0.0,5.0,chirp_staple,0.90380657
4998,phylloscopus_collybita,phylloscopus_collybita_342796_01.wav,0.0,5.0,chirp_staple,1.3006562
5144,phylloscopus_collybita,phylloscopus_collybita_688262_01.wav,0.0,5.0,chirp_staple,0.346341
5209,phylloscopus_collybita,phylloscopus_collybita_1056622_03.wav,0.0,5.0,chirp_staple,1.9908934
5340,phylloscopus_collybita,phylloscopus_collybita_709304_01.wav,0.0,5.0,chirp_staple,0.7192031
5499,phylloscopus_collybita,phylloscopus_collybita_626842_01.wav,0.0,5.0,chirp_staple,0.5631303
5510,phylloscopus_collybita,phylloscopus_collybita_751088_01.wav,0.0,5.0,chirp_staple,1.1297884
5529,phylloscopus_collybita,phylloscopus_collybita_606417_03.wav,0.0,5.0,chirp_staple,0.46347743
5595,phylloscopus_collybita,phylloscopus_collybita_615766_02.wav,0.0,5.0,chirp_staple,1.0243646
5690,phylloscopus_collybita,phylloscopus_collybita_501001_01.wav,0.0,5.0,chirp_staple,0.14484853
5764,phylloscopus_collybita,phylloscopus_collybita_598604_02.wav,0.0,5.0,chirp_staple,1.0065763
5857,phylloscopus_collybita,phylloscopus_collybita_209028_01.wav,0.0,5.0,chirp_staple,0.40682822
6059,phylloscopus_collybita,phylloscopus_collybita_626322_01.wav,0.0,5.0,chirp_staple,0.28333962
6148,phylloscopus_collybita,phylloscopus_collybita_161765_01.wav,0.0,5.0,chirp_staple,1.2699094
6310,phylloscopus_collybita,phylloscopus_collybita_701883_02.wav,0.0,5.0,chirp_staple,1.2466547
6353,phylloscopus_collybita,phylloscopus_collybita_688262_02.wav,0.0,5.0,chirp_staple,0.7722915
6508,phylloscopus_collybita,phylloscopus_collybita_757699_02.wav,0.0,5.0,chirp_staple,0.753247
6640,phylloscopus_collybita,phylloscopus_collybita_738145_05.wav,0.0,5.0,chirp_staple,1.2060888
6648,phylloscopus_collybita,phylloscopus_collybita_64016_02.wav,0.0,5.0,chirp_staple,0.9669578
6657,phylloscopus_collybita,phylloscopus_collybita_198848_02.wav,0.0,5.0,chirp_staple,1.5911617
6677,phylloscopus_collybita,phylloscopus_collybita_626842_04.wav,0.0,5.0,chirp_staple,0.8196176
6715,phylloscopus_collybita,phylloscopus_collybita_681388_02.wav,0.0,5.0,chirp_staple,1.2679735
6721,phylloscopus_collybita,phylloscopus_collybita_981139_03.wav,0.0,5.0,chirp_staple,1.2591295
6742,phylloscopus_collybita,phylloscopus_collybita_504530_01.wav,0.0,5.0,chirp_staple,1.3247846
6761,phylloscopus_collybita,phylloscopus_collybita_777228_01.wav,0.0,5.0,chirp_staple,0.8685548
6772,phylloscopus_collybita,phylloscopus_collybita_611959_03.wav,0.0,5.0,chirp_staple,0.12122513
6808,phylloscopus_collybita,phylloscopus_collybita_614329_05.wav,0.0,5.0,chirp_staple,0.92904437
7115,phylloscopus_collybita,phylloscopus_collybita_612232_01.wav,0.0,5.0,chirp_staple,0.26162976
7370,phylloscopus_collybita,phylloscopus_collybita_357796_02.wav,0.0,5.0,chirp_staple,0.3793735
7376,phylloscopus_collybita,phylloscopus_collybita_357796_05.wav,0.0,5.0,chirp_staple,2.2623863
7477,phylloscopus_collybita,phylloscopus_collybita_439997_01.wav,0.0,5.0,chirp_staple,0.41240585
7532,phylloscopus_collybita,phylloscopus_collybita_283720_03.wav,0.0,5.0,chirp_staple,1.2732432
7547,phylloscopus_collybita,phylloscopus_collybita_283720_02.wav,0.0,5.0,chirp_staple,1.1734096
7596,phylloscopus_collybita,phylloscopus_collybita_701883_01.wav,0.0,5.0,chirp_staple,0.45919096
7810,phylloscopus_collybita,phylloscopus_collybita_614248_01.wav,0.0,5.0,chirp_staple,1.1064141
7843,phylloscopus_collybita,phylloscopus_collybita_701882_05.wav,0.0,5.0,chirp_staple,0.86932814
7856,phylloscopus_collybita,phylloscopus_collybita_701883_05.wav,0.0,5.0,chirp_staple,1.2360305
7861,phylloscopus_collybita,phylloscopus_collybita_601407_03.wav,0.0,5.0,chirp_staple,1.2143182
7954,phylloscopus_collybita,phylloscopus_collybita_614307_02.wav,0.0,5.0,chirp_staple,0.70525074
7958,phylloscopus_collybita,phylloscopus_collybita_721058_04.wav,0.0,5.0,chirp_staple,0.84448946
7974,phylloscopus_collybita,phylloscopus_collybita_342796_05.wav,0.0,5.0,chirp_staple,1.646813
7994,phylloscopus_collybita,phylloscopus_collybita_704550_01.wav,0.0,5.0,chirp_staple,0.7120062
8062,phylloscopus_collybita,phylloscopus_collybita_680274_02.wav,0.0,5.0,chirp_staple,1.4144508
8085,phylloscopus_collybita,phylloscopus_collybita_840609_02.wav,0.0,5.0,chirp_staple,1.0513005
8114,phylloscopus_collybita,phylloscopus_collybita_688739_01.wav,0.0,5.0,chirp_staple,0.6741901
8135,phylloscopus_collybita,phylloscopus_collybita_158419_02.wav,0.0,5.0,chirp_staple,0.1330588
8150,phylloscopus_collybita,phylloscopus_collybita_701882_04.wav,0.0,5.0,chirp_staple,1.6378214
8155,phylloscopus_collybita,phylloscopus_collybita_293139_03.wav,0.0,5.0,chirp_staple,0.42568994
8225,phylloscopus_collybita,phylloscopus_collybita_683536_01.wav,0.0,5.0,chirp_staple,2.2774944
8253,phylloscopus_collybita,phylloscopus_collybita_614324_01.wav,0.0,5.0,chirp_staple,0.65957355
8261,phylloscopus_collybita,phylloscopus_collybita_283720_05.wav,0.0,5.0,chirp_staple,2.0389867
8280,phylloscopus_collybita,phylloscopus_collybita_601407_01.wav,0.0,5.0,chirp_staple,1.0853636
8411,phylloscopus_collybita,phylloscopus_collybita_614329_04.wav,0.0,5.0,chirp_staple,0.5615345
8517,phylloscopus_collybita,phylloscopus_collybita_710805_01.wav,0.0,5.0,chirp_staple,0.122666076
8782,phylloscopus_collybita,phylloscopus_collybita_395251_03.wav,0.0,5.0,chirp_staple,1.4873621
8870,phylloscopus_collybita,phylloscopus_collybita_613402_01.wav,0.0,5.0,chirp_staple,0.57532793
8885,phylloscopus_collybita,phylloscopus_collybita_283900_02.wav,0.0,5.0,chirp_staple,1.6484447
8886,phylloscopus_collybita,phylloscopus_collybita_198847_01.wav,0.0,5.0,chirp_staple,0.40520412
8937,phylloscopus_collybita,phylloscopus_collybita_763829_03.wav,0.0,5.0,chirp_staple,1.5943696
8940,phylloscopus_collybita,phylloscopus_collybita_681388_01.wav,0.0,5.0,chirp_staple,1.791201
9001,phylloscopus_collybita,phylloscopus_collybita_598604_01.wav,0.0,5.0,chirp_staple,1.4949416
9026,phylloscopus_collybita,phylloscopus_collybita_903943_02.wav,0.0,5.0,chirp_staple,0.77903
9065,phylloscopus_collybita,phylloscopus_collybita_64016_01.wav,0.0,5.0,chirp_staple,1.2943407
9074,phylloscopus_collybita,phylloscopus_collybita_777228_03.wav,0.0,5.0,chirp_staple,1.5878885
9099,phylloscopus_collybita,phylloscopus_collybita_688895_02.wav,0.0,5.0,chirp_staple,1.8201823
9112,phylloscopus_collybita,phylloscopus_collybita_614325_02.wav,0.0,5.0,chirp_staple,1.1894135
9161,phylloscopus_collybita,phylloscopus_collybita_130671_02.wav,0.0,5.0,chirp_staple,2.1808832
9241,phylloscopus_collybita,phylloscopus_collybita_357796_04.wav,0.0,5.0,chirp_staple,2.5790017
9259,phylloscopus_collybita,phylloscopus_collybita_170531_01.wav,0.0,5.0,chirp_staple,1.5701345
9290,phylloscopus_collybita,phylloscopus_collybita_608904_01.wav,0.0,5.0,chirp_staple,1.7632391
9633,phylloscopus_collybita,phylloscopus_collybita_595445_01.wav,0.0,5.0,chirp_staple,1.2776493
9653,phylloscopus_collybita,phylloscopus_collybita_687676_01.wav,0.0,5.0,chirp_staple,0.071530074
9895,phylloscopus_collybita,phylloscopus_collybita_840609_03.wav,0.0,5.0,chirp_staple,0.8380651
9993,phylloscopus_collybita,phylloscopus_collybita_1046696_01.wav,0.0,5.0,chirp_staple,2.0564754
10013,phylloscopus_collybita,phylloscopus_collybita_738145_02.wav,0.0,5.0,chirp_staple,0.37672377
10023,phylloscopus_collybita,phylloscopus_collybita_1052429_02.wav,0.0,5.0,chirp_staple,0.5656056
10029,phylloscopus_collybita,phylloscopus_collybita_696727_01.wav,0.0,5.0,chirp_staple,0.17617925
10050,phylloscopus_collybita,phylloscopus_collybita_695641_01.wav,0.0,5.0,chirp_staple,1.7935345
10061,phylloscopus_collybita,phylloscopus_collybita_1065221_01.wav,0.0,5.0,chirp_staple,0.7966566
10113,phylloscopus_collybita,phylloscopus_collybita_680253_03.wav,0.0,5.0,chirp_staple,1.0103599
10122,phylloscopus_collybita,phylloscopus_collybita_297695_01.wav,0.0,5.0,chirp_staple,0.7788707
10169,phylloscopus_collybita,phylloscopus_collybita_563784_05.wav,0.0,5.0,chirp_staple,1.3660612
10188,phylloscopus_collybita,phylloscopus_collybita_595445_02.wav,0.0,5.0,chirp_staple,1.2782199
10198,phylloscopus_collybita,phylloscopus_collybita_357891_03.wav,0.0,5.0,chirp_staple,0.7446658
10226,phylloscopus_collybita,phylloscopus_collybita_283900_03.wav,0.0,5.0,chirp_staple,1.2987163
10239,phylloscopus_collybita,phylloscopus_collybita_502866_01.wav,0.0,5.0,chirp_staple,0.7923342
10259,phylloscopus_collybita,phylloscopus_collybita_340687_03.wav,0.0,5.0,chirp_staple,0.6173428
10315,phylloscopus_collybita,phylloscopus_collybita_606850_02.wav,0.0,5.0,chirp_staple,1.1120746
10326,phylloscopus_collybita,phylloscopus_collybita_282574_01.wav,0.0,5.0,chirp_staple,3.263764
10358,phylloscopus_collybita,phylloscopus_collybita_680274_04.wav,0.0,5.0,chirp_staple,1.82739
10505,phylloscopus_collybita,phylloscopus_collybita_283720_01.wav,0.0,5.0,chirp_staple,1.5055845
10568,phylloscopus_collybita,phylloscopus_collybita_763825_01.wav,0.0,5.0,chirp_staple,2.2902596
10601,phylloscopus_collybita,phylloscopus_collybita_611959_04.wav,0.0,5.0,chirp_staple,0.047617003
10680,phylloscopus_collybita,phylloscopus_collybita_836715_03.wav,0.0,5.0,chirp_staple,0.77599144
10708,phylloscopus_collybita,phylloscopus_collybita_402167_02.wav,0.0,5.0,chirp_staple,1.4049209
10842,phylloscopus_collybita,phylloscopus_collybita_738145_04.wav,0.0,5.0,chirp_staple,1.3020842
10854,phylloscopus_collybita,phylloscopus_collybita_696777_01.wav,0.0,5.0,chirp_staple,0.4773445
10899,phylloscopus_collybita,phylloscopus_collybita_601407_04.wav,0.0,5.0,chirp_staple,1.847328
10941,phylloscopus_collybita,phylloscopus_collybita_703586_04.wav,0.0,5.0,chirp_staple,3.0152438
10961,phylloscopus_collybita,phylloscopus_collybita_756755_01.wav,0.0,5.0,chirp_staple,1.4370086
11029,phylloscopus_collybita,phylloscopus_collybita_701883_04.wav,0.0,5.0,chirp_staple,1.3173499
11059,phylloscopus_collybita,phylloscopus_collybita_614329_03.wav,0.0,5.0,chirp_staple,1.0219827
11085,phylloscopus_collybita,phylloscopus_collybita_783643_01.wav,0.0,5.0,chirp_staple,2.282349
11173,phylloscopus_collybita,phylloscopus_collybita_608904_02.wav,0.0,5.0,chirp_staple,1.8463832
11258,phylloscopus_collybita,phylloscopus_collybita_704550_02.wav,0.0,5.0,chirp_staple,0.45197964
11344,phylloscopus_collybita,phylloscopus_collybita_343872_01.wav,0.0,5.0,chirp_staple,0.7486327
11364,phylloscopus_collybita,phylloscopus_collybita_783643_02.wav,0.0,5.0,chirp_staple,2.487147
11387,phylloscopus_collybita,phylloscopus_collybita_592754_01.wav,0.0,5.0,chirp_staple,1.7640429
11403,phylloscopus_collybita,phylloscopus_collybita_709303_03.wav,0.0,5.0,chirp_staple,0.41162294
11480,phylloscopus_collybita,phylloscopus_collybita_738145_01.wav,0.0,5.0,chirp_staple,0.113706574
11571,phylloscopus_collybita,phylloscopus_collybita_692175_01.wav,0.0,5.0,chirp_staple,0.7936988
11632,phylloscopus_collybita,phylloscopus_collybita_614330_01.wav,0.0,5.0,chirp_staple,1.1627026
11679,phylloscopus_collybita,phylloscopus_collybita_680274_03.wav,0.0,5.0,chirp_staple,1.1798021
11692,phylloscopus_collybita,phylloscopus_collybita_608904_04.wav,0.0,5.0,chirp_staple,1.1500441
11727,phylloscopus_collybita,phylloscopus_collybita_89982_01.wav,0.0,5.0,chirp_staple,0.3717028
11752,phylloscopus_collybita,phylloscopus_collybita_1072743_03.wav,0.0,5.0,chirp_staple,2.6024578
11849,phylloscopus_collybita,phylloscopus_collybita_1052429_01.wav,0.0,5.0,chirp_staple,0.35233927
11926,phylloscopus_collybita,phylloscopus_collybita_672579_01.wav,0.0,5.0,chirp_staple,1.2591347
11987,phylloscopus_collybita,phylloscopus_collybita_608908_02.wav,0.0,5.0,chirp_staple,0.37056637
12120,phylloscopus_collybita,phylloscopus_collybita_293139_01.wav,0.0,5.0,chirp_staple,0.016518526
12203,phylloscopus_collybita,phylloscopus_collybita_402167_01.wav,0.0,5.0,chirp_staple,2.2966242
12229,phylloscopus_collybita,phylloscopus_collybita_696777_04.wav,0.0,5.0,chirp_staple,0.556567
12268,phylloscopus_collybita,phylloscopus_collybita_738145_03.wav,0.0,5.0,chirp_staple,1.1795911
12278,phylloscopus_collybita,phylloscopus_collybita_608910_01.wav,0.0,5.0,chirp_staple,1.5471716
12453,phylloscopus_collybita,phylloscopus_collybita_680970_01.wav,0.0,5.0,chirp_staple,0.70382804
12485,phylloscopus_collybita,phylloscopus_collybita_1072743_01.wav,0.0,5.0,chirp_staple,2.9358425
12588,phylloscopus_collybita,phylloscopus_collybita_696777_03.wav,0.0,5.0,chirp_staple,1.4396302
12714,phylloscopus_collybita,phylloscopus_collybita_614248_02.wav,0.0,5.0,chirp_staple,1.5768557
12716,phylloscopus_collybita,phylloscopus_collybita_345066_05.wav,0.0,5.0,chirp_staple,0.16073088
12733,phylloscopus_collybita,phylloscopus_collybita_592754_02.wav,0.0,5.0,chirp_staple,1.2536919
12791,phylloscopus_collybita,phylloscopus_collybita_758308_01.wav,0.0,5.0,chirp_staple,1.5058346
12895,phylloscopus_collybita,phylloscopus_collybita_728198_03.wav,0.0,5.0,chirp_staple,0.535993
12931,phylloscopus_collybita,phylloscopus_collybita_680969_01.wav,0.0,5.0,chirp_staple,0.81669986
13214,phylloscopus_collybita,phylloscopus_collybita_689712_02.wav,0.0,5.0,chirp_staple,0.98880196
13224,phylloscopus_collybita,phylloscopus_collybita_702696_01.wav,0.0,5.0,chirp_staple,1.5721576
13377,phylloscopus_collybita,phylloscopus_collybita_680274_01.wav,0.0,5.0,chirp_staple,1.6816323
13477,phylloscopus_collybita,phylloscopus_collybita_613176_02.wav,0.0,5.0,chirp_staple,0.18058044
13512,phylloscopus_collybita,phylloscopus_collybita_687044_03.wav,0.0,5.0,chirp_staple,2.0999422
13569,phylloscopus_collybita,phylloscopus_collybita_696777_02.wav,0.0,5.0,chirp_staple,0.92895037
13576,phylloscopus_collybita,phylloscopus_collybita_89982_03.wav,0.0,5.0,chirp_staple,0.6782019
13586,phylloscopus_collybita,phylloscopus_collybita_615766_01.wav,0.0,5.0,chirp_staple,0.7574908
13628,phylloscopus_collybita,phylloscopus_collybita_608908_01.wav,0.0,5.0,chirp_staple,1.6939714
13652,phylloscopus_collybita,phylloscopus_collybita_615003_01.wav,0.0,5.0,chirp_staple,2.051594
13686,phylloscopus_collybita,phylloscopus_collybita_776122_01.wav,0.0,5.0,chirp_staple,1.2907151
13697,phylloscopus_collybita,phylloscopus_collybita_1072743_02.wav,0.0,5.0,chirp_staple,2.736083
13748,phylloscopus_collybita,phylloscopus_collybita_198847_04.wav,0.0,5.0,chirp_staple,1.4755824
13902,phylloscopus_collybita,phylloscopus_collybita_342796_04.wav,0.0,5.0,chirp_staple,0.24438272
13939,phylloscopus_collybita,phylloscopus_collybita_1008446_05.wav,0.0,5.0,chirp_staple,2.4906225
13971,phylloscopus_collybita,phylloscopus_collybita_614689_04.wav,0.0,5.0,chirp_staple,1.4785254
13973,phylloscopus_collybita,phylloscopus_collybita_981139_02.wav,0.0,5.0,chirp_staple,1.1169715
13991,phylloscopus_collybita,phylloscopus_collybita_608907_02.wav,0.0,5.0,chirp_staple,0.2779854
13993,phylloscopus_collybita,phylloscopus_collybita_170532_01.wav,0.0,5.0,chirp_staple,0.9951391
14088,phylloscopus_collybita,phylloscopus_collybita_594071_01.wav,0.0,5.0,chirp_staple,1.6375214
14317,phylloscopus_collybita,phylloscopus_collybita_606850_01.wav,0.0,5.0,chirp_staple,1.1458306
14346,phylloscopus_collybita,phylloscopus_collybita_203983_02.wav,0.0,5.0,chirp_staple,2.5499444
14372,phylloscopus_collybita,phylloscopus_collybita_613402_02.wav,0.0,5.0,chirp_staple,2.0206864
14389,phylloscopus_collybita,phylloscopus_collybita_687044_02.wav,0.0,5.0,chirp_staple,2.595923
14457,phylloscopus_collybita,phylloscopus_collybita_537858_01.wav,0.0,5.0,chirp_staple,0.08132821
14505,phylloscopus_collybita,phylloscopus_collybita_760999_01.wav,0.0,5.0,chirp_staple,0.6068678
14522,phylloscopus_collybita,phylloscopus_collybita_563784_04.wav,0.0,5.0,chirp_staple,1.3792868
14535,phylloscopus_collybita,phylloscopus_collybita_672579_02.wav,0.0,5.0,chirp_staple,1.4348199
14560,phylloscopus_collybita,phylloscopus_collybita_681388_04.wav,0.0,5.0,chirp_staple,0.9428885
14662,phylloscopus_collybita,phylloscopus_collybita_980806_01.wav,0.0,5.0,chirp_staple,1.0580578
14697,phylloscopus_collybita,phylloscopus_collybita_502866_03.wav,0.0,5.0,chirp_staple,0.17982106
14769,phylloscopus_collybita,phylloscopus_collybita_656949_02.wav,0.0,5.0,chirp_staple,1.2126925
15139,phylloscopus_collybita,phylloscopus_collybita_198847_02.wav,0.0,5.0,chirp_staple,1.9487141
15253,phylloscopus_collybita,phylloscopus_collybita_703586_01.wav,0.0,5.0,chirp_staple,2.640966
15419,phylloscopus_collybita,phylloscopus_collybita_836715_01.wav,0.0,5.0,chirp_staple,0.23025347
15670,phylloscopus_collybita,phylloscopus_collybita_697350_01.wav,0.0,5.0,chirp_staple,1.5711995
15707,phylloscopus_collybita,phylloscopus_collybita_89982_02.wav,0.0,5.0,chirp_staple,0.88865584
15759,phylloscopus_collybita,phylloscopus_collybita_283720_04.wav,0.0,5.0,chirp_staple,1.7154889
15782,phylloscopus_collybita,phylloscopus_collybita_980803_01.wav,0.0,5.0,chirp_staple,0.50227165
15981,phylloscopus_collybita,phylloscopus_collybita_681388_03.wav,0.0,5.0,chirp_staple,1.3111594
16000,phylloscopus_collybita,phylloscopus_collybita_596582_03.wav,0.0,5.0,chirp_staple,0.7000461
16038,phylloscopus_collybita,phylloscopus_collybita_342796_02.wav,0.0,5.0,chirp_staple,0.5499105
16074,phylloscopus_collybita,phylloscopus_collybita_394382_05.wav,0.0,5.0,chirp_staple,0.57949317
16099,phylloscopus_collybita,phylloscopus_collybita_981139_01.wav,0.0,5.0,chirp_staple,1.858327
16117,phylloscopus_collybita,phylloscopus_collybita_614329_02.wav,0.0,5.0,chirp_staple,1.4711562
16344,phylloscopus_collybita,phylloscopus_collybita_613176_04.wav,0.0,5.0,chirp_staple,1.0561887
16349,phylloscopus_collybita,phylloscopus_collybita_357891_04.wav,0.0,5.0,chirp_staple,1.4184811
16518,phylloscopus_collybita,phylloscopus_collybita_608875_02.wav,0.0,5.0,chirp_staple,1.1418242
16580,phylloscopus_collybita,phylloscopus_collybita_780023_01.wav,0.0,5.0,chirp_staple,0.3210433
16586,phylloscopus_collybita,phylloscopus_collybita_316432_02.wav,0.0,5.0,chirp_staple,0.3841924
